id,careers,courses
1011,Economists,Bachelor of Arts/Science Mathematics (Hons)
1012,Economists,Bachelor of Science in Mathematics (Honours)
1013,Economists,Bachelor of Science in Mathematics (Honours) Self Financed
1014,Economists,5 Year Integrated Programme in Mathematics
1015,Economists,BSc Mathematics
1016,Economists,BSc in Mathematics
1017,Economists,Bachelor of Commerce With Major in Business Studies
1018,Economists,Bachelor of Management with Major in Business Management
1019,Economists,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
1020,Economists,Bachelor of business Administration (Hons)
1021,Economists,Bachelor of Business Administration (Honours)
1022,Economists,Bachelor of Business Administration (Honours) Self Financed
1023,Economists,Bachelor of Commerce (Hons)
1024,Economists,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
1025,Economists,Bachelor of Commerce
1026,Nanosystems Engineers,Bachelor of Science in NanoScience & NanoTechnology (Honours)
1027,Nanosystems Engineers,Bachelor of Science in NanoScience & NanoTechnology (Honours) Self Financed
1028,Nanosystems Engineers,Bachelor of Science With Major in Physics
1029,Nanosystems Engineers,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
1030,Nanosystems Engineers,Bachelor of Science Physics (Hons)
1031,Nanosystems Engineers,Bachelor of Science in Physics (Honours)
1032,Nanosystems Engineers,Bachelor of Science in Physics (Honours) Self Financed
1033,Nanosystems Engineers,BSc Physics
1034,Nanosystems Engineers,BSc in Physics
1035,Nanosystems Engineers,Bachelor of Science With Major in Chemistry
1036,Nanosystems Engineers,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR
1037,Nanosystems Engineers,Bachelor of Science Chemistry (Hons)
1038,Nanosystems Engineers,Bachelor of Science in Chemistry (Honours)
1039,Nanosystems Engineers,Bachelor of Science in Chemistry (Honours) Self Financed
1040,Nanosystems Engineers,Bachelor of Science in Chemistry (Integrated)
1041,Nanosystems Engineers,Bachelor of Science in Chemistry (Integrated) Self Financed
1042,Nanosystems Engineers,BSc Chemistry
1043,Nanosystems Engineers,BSc in Chemistry
1044,Nanosystems Engineers,Bachelor of Science with Major in Biotechnology
1045,Nanosystems Engineers,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR
1046,Nanosystems Engineers,Bachelor of Science Biotechnology (Hons)
1047,Nanosystems Engineers,Bachelor of Science in Biotechnology (Honours)
1048,Nanosystems Engineers,Bachelor of Science in Biotechnology (Honours) Self Financed
1049,Nanosystems Engineers,BSc Biotechnology
1050,Nanosystems Engineers,BSc in Biotechnology
1051,Biologists,Bachelor of Science with Major in Botany
1052,Biologists,BACHELORS (HONOURS) WITH BOTANY AS MAJOR
1053,Biologists,Bachelor of Science Botany (Hons)
1054,Biologists,Bachelor of Science Botany (Honours)
1055,Biologists,Bachelor of Science Botany (Honours) Self Financed
1056,Biologists,Bachelor of Science in Botany (Integrated)
1057,Biologists,Bachelor of Science in Botany (Integrated) Self Financed
1058,Biologists,BSc Botany
1059,Biologists,BSc in Botany
1060,Biologists,Bachelor of Science With Major in Zoology
1061,Biologists,BACHELORS (HONOURS) WITH ZOOLOGY AS MAJOR
1062,Biologists,Bachelor of Science Zoology (Hons)
1063,Biologists,Bachelor of Science in Zoology (Integrated)
1064,Biologists,Bachelor of Science in Zoology (Integrated) Self Financed
1065,Biologists,Bachelor of Science in Zoology (Honours)
1066,Biologists,Bachelor of Science in Zoology (Honours) Self Financed
1067,Biologists,BACHELORS OF SCIENCE IN ZOLOOGY AS MAJOR
1068,Biologists,BSc Zoology
1069,Biologists,BSc in Zoology
1070,Biologists,Bachelor of Science with Major in Biotechnology
1071,Biologists,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR
1072,Biologists,Bachelor of Science Biotechnology (Hons)
1073,Biologists,Bachelor of Science in Biotechnology (Honours)
1074,Biologists,Bachelor of Science in Biotechnology (Honours) Self Financed
1075,Biologists,BSc Biotechnology
1076,Biologists,BSc in Biotechnology
1077,Biologists,Bachelor of Science with Major in Biochemistry
1078,Biologists,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR
1079,Biologists,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR
1080,Biologists,Bachelor of Science Bio-Chemistry (Hons)
1081,Biologists,Bachelor of Science Clinical Bio-Chemistry (Hons)
1082,Biologists,Bachelor of Science in Bio-Chemistry (Honours)
1083,Biologists,Bachelor of Science in Bio-Chemistry (Honours) Self Financed
1084,Biologists,Bachelor of Science Biochemistry (Hons)
1085,Biologists,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR
1086,Software Developers,Bachelor of Science With Major in Computer Application
1087,Software Developers,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1088,Software Developers,Bachelor of Computer Applications (Hons)
1089,Software Developers,Bachelor of Computer Application (Hons)
1090,Software Developers,Bachelor of Computer Applications (Honours)
1091,Software Developers,Bachelor of Computer Applications (Honours) Self Financed
1092,Software Developers,B.Sc Computer Applications
1093,Software Developers,Bachelor of Computer Applications
1094,Software Developers,Bachelor of Computer Applications Self Financed
1095,Software Developers,Bachelor of Science With Major in Information Technology
1096,Software Developers,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1097,Software Developers,Bachelor of Science Information Technology (Hons)
1098,Software Developers,Bachelor of Science in Information Technology (Honours)
1099,Software Developers,Bachelor of Science in Information Technology (Honours) Self Financed
1100,Software Developers,Bachelor of Science With Major in Mathematics
1101,Software Developers,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1102,Software Developers,Bachelor of Science Mathematics (Hons)
1103,Software Developers,Bachelor of Arts/Science Mathematics (Hons)
1104,Software Developers,Bachelor of Science in Mathematics (Honours)
1105,Software Developers,Bachelor of Science in Mathematics (Honours) Self Financed
1106,Software Developers,5 Year Integrated Programme in Mathematics
1107,Software Developers,BSc Mathematics
1108,Software Developers,BSc in Mathematics
1109,Computer Network Architects,Bachelor of Science With Major in Information Technology
1110,Computer Network Architects,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1111,Computer Network Architects,Bachelor of Science Information Technology (Hons)
1112,Computer Network Architects,Bachelor of Science in Information Technology (Honours)
1113,Computer Network Architects,Bachelor of Science in Information Technology (Honours) Self Financed
1114,Computer Network Architects,Bachelor of Science With Major in Computer Application
1115,Computer Network Architects,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1116,Computer Network Architects,Bachelor of Computer Applications (Hons)
1117,Computer Network Architects,Bachelor of Computer Application (Hons)
1118,Computer Network Architects,Bachelor of Computer Applications (Honours)
1119,Computer Network Architects,Bachelor of Computer Applications (Honours) Self Financed
1120,Computer Network Architects,B.Sc Computer Applications
1121,Computer Network Architects,Bachelor of Computer Applications
1122,Computer Network Architects,Bachelor of Computer Applications Self Financed
1123,Computer Network Architects,Bachelor of Science With Major in Electronics
1124,Computer Network Architects,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
1125,Computer Network Architects,Bachelor of Science in Electronics (Honours)
1126,Computer Network Architects,Bachelor of Science in Electronics (Honours) Self Financed
1127,Computer Network Architects,Bachelor of Science Electronics (Hons)
1128,Computer Network Architects,BSc in Electronics
1129,Computer Systems Expert,Bachelor of Science With Major in Information Technology
1130,Computer Systems Expert,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1131,Computer Systems Expert,Bachelor of Science Information Technology (Hons)
1132,Computer Systems Expert,Bachelor of Science in Information Technology (Honours)
1133,Computer Systems Expert,Bachelor of Science in Information Technology (Honours) Self Financed
1134,Computer Systems Expert,Bachelor of Science With Major in Computer Application
1135,Computer Systems Expert,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1136,Computer Systems Expert,Bachelor of Computer Applications (Hons)
1137,Computer Systems Expert,Bachelor of Computer Application (Hons)
1138,Computer Systems Expert,Bachelor of Computer Applications (Honours)
1139,Computer Systems Expert,Bachelor of Computer Applications (Honours) Self Financed
1140,Computer Systems Expert,B.Sc Computer Applications
1141,Computer Systems Expert,Bachelor of Computer Applications
1142,Computer Systems Expert,Bachelor of Computer Applications Self Financed
1143,Computer Systems Expert,Bachelor of Science With Major in Mathematics
1144,Computer Systems Expert,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1145,Computer Systems Expert,Bachelor of Science Mathematics (Hons)
1146,Computer Systems Expert,Bachelor of Arts/Science Mathematics (Hons)
1147,Computer Systems Expert,Bachelor of Science in Mathematics (Honours)
1148,Computer Systems Expert,Bachelor of Science in Mathematics (Honours) Self Financed
1149,Computer Systems Expert,5 Year Integrated Programme in Mathematics
1150,Computer Systems Expert,BSc Mathematics
1151,Computer Systems Expert,BSc in Mathematics
1152,Chefs and Head Cooks,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR
1153,Chefs and Head Cooks,Bachelor of Science Food Science & Technology (Hons)
1154,Advanced Tech & Systems Specialists,Bachelor of Science With Major in Information Technology
1155,Advanced Tech & Systems Specialists,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
1156,Advanced Tech & Systems Specialists,Bachelor of Science Information Technology (Hons)
1157,Advanced Tech & Systems Specialists,Bachelor of Science in Information Technology (Honours)
1158,Advanced Tech & Systems Specialists,Bachelor of Science in Information Technology (Honours) Self Financed
1159,Advanced Tech & Systems Specialists,Bachelor of Science With Major in Computer Application
1160,Advanced Tech & Systems Specialists,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
1161,Advanced Tech & Systems Specialists,Bachelor of Computer Applications (Hons)
1162,Advanced Tech & Systems Specialists,Bachelor of Computer Application (Hons)
1163,Advanced Tech & Systems Specialists,Bachelor of Computer Applications (Honours)
1164,Advanced Tech & Systems Specialists,Bachelor of Computer Applications (Honours) Self Financed
1165,Advanced Tech & Systems Specialists,B.Sc Computer Applications
1166,Advanced Tech & Systems Specialists,Bachelor of Computer Applications
1167,Advanced Tech & Systems Specialists,Bachelor of Computer Applications Self Financed
1168,Advanced Tech & Systems Specialists,Bachelor of Science With Major in Electronics
1169,Advanced Tech & Systems Specialists,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
1170,Advanced Tech & Systems Specialists,Bachelor of Science in Electronics (Honours)
1171,Advanced Tech & Systems Specialists,Bachelor of Science in Electronics (Honours) Self Financed
1172,Advanced Tech & Systems Specialists,Bachelor of Science Electronics (Hons)
1173,Advanced Tech & Systems Specialists,BSc in Electronics
1174,Advanced Tech & Systems Specialists,Bachelor of Science With Major in Physics
1175,Advanced Tech & Systems Specialists,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
1176,Advanced Tech & Systems Specialists,Bachelor of Science Physics (Hons)
1177,Advanced Tech & Systems Specialists,Bachelor of Science in Physics (Honours)
1178,Advanced Tech & Systems Specialists,Bachelor of Science in Physics (Honours) Self Financed
1179,Advanced Tech & Systems Specialists,BSc Physics
1180,Advanced Tech & Systems Specialists,BSc in Physics
1181,Advanced Tech & Systems Specialists,Bachelor of Science With Major in Mathematics
1182,Advanced Tech & Systems Specialists,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
1183,Advanced Tech & Systems Specialists,Bachelor of Science Mathematics (Hons)
1184,Advanced Tech & Systems Specialists,Bachelor of Arts/Science Mathematics (Hons)
1185,Advanced Tech & Systems Specialists,Bachelor of Science in Mathematics (Honours)
1186,Advanced Tech & Systems Specialists,Bachelor of Science in Mathematics (Honours) Self Financed
1187,Advanced Tech & Systems Specialists,5 Year Integrated Programme in Mathematics
1188,Advanced Tech & Systems Specialists,BSc Mathematics
1189,Advanced Tech & Systems Specialists,BSc in Mathematics
1190,Agricultural Inspectors,Bachelor of Science with Major in Botany
1191,Agricultural Inspectors,BACHELORS (HONOURS) WITH BOTANY AS MAJOR
1192,Agricultural Inspectors,Bachelor of Science Botany (Hons)
1193,Agricultural Inspectors,Bachelor of Science Botany (Honours)
1194,Agricultural Inspectors,Bachelor of Science Botany (Honours) Self Financed
1195,Agricultural Inspectors,Bachelor of Science in Botany (Integrated)
1196,Agricultural Inspectors,Bachelor of Science in Botany (Integrated) Self Financed
1197,Agricultural Inspectors,BSc Botany
1198,Agricultural Inspectors,BSc in Botany
1199,Agricultural Inspectors,Bachelor of Science With Major in Zoology
1200,Agricultural Inspectors,BACHELORS (HONOURS) WITH ZOOLOGY AS MAJOR
1201,Agricultural Inspectors,Bachelor of Science Zoology (Hons)
1202,Agricultural Inspectors,Bachelor of Science in Zoology (Integrated)
1203,Agricultural Inspectors,Bachelor of Science in Zoology (Integrated) Self Financed
1204,Agricultural Inspectors,Bachelor of Science in Zoology (Honours)
1205,Agricultural Inspectors,Bachelor of Science in Zoology (Honours) Self Financed
1206,Agricultural Inspectors,BACHELORS OF SCIENCE IN ZOLOOGY AS MAJOR
1207,Agricultural Inspectors,BSc Zoology
1208,Agricultural Inspectors,BSc in Zoology
1209,Agricultural Inspectors,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR
1210,Agricultural Inspectors,Bachelor of Science Food Science & Technology (Hons)
1211,Agricultural Inspectors,Bachelor of Science With Major in Environmental Science
1212,Agricultural Inspectors,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
1213,Agricultural Inspectors,Bachelor of Science Environmental Science (Hons)
1214,Agricultural Technology and Operations,Bachelor of Science with Major in Botany
1215,Agricultural Technology and Operations,BACHELORS (HONOURS) WITH BOTANY AS MAJOR
1216,Agricultural Technology and Operations,Bachelor of Science Botany (Hons)
1217,Agricultural Technology and Operations,Bachelor of Science Botany (Honours)
1218,Agricultural Technology and Operations,Bachelor of Science Botany (Honours) Self Financed
1219,Agricultural Technology and Operations,Bachelor of Science in Botany (Integrated)
1220,Agricultural Technology and Operations,Bachelor of Science in Botany (Integrated) Self Financed
1221,Agricultural Technology and Operations,BSc Botany
1222,Agricultural Technology and Operations,BSc in Botany
1223,Agricultural Technology and Operations,Bachelor of Science With Major in Environmental Science
1224,Agricultural Technology and Operations,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
1225,Agricultural Technology and Operations,Bachelor of Science Environmental Science (Hons)
1226,Agricultural Technology and Operations,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR
1227,Agricultural Technology and Operations,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR
